common_name,scientific_name,element_code
a freshwater snail,Pyrgulopsis milleri,IMGASJ0H10
Camp Valley Pyrg,Pyrgulopsis montana,IMGASJ0B00
Montezuma Well Springsnail,Pyrgulopsis montezumensis,IMGASJ0190
Page Springsnail,Pyrgulopsis morrisoni,IMGASJ0200
Distal-gland Springsnail,Pyrgulopsis nanus,IMGASJ0130
Socorro Springsnail,Pyrgulopsis neomexicana,IMGASJ0470
Neritiform Steptoe Ranch Pyrg,Pyrgulopsis neritella,IMGASJ0D00
Ninemile Pyrg,Pyrgulopsis nonaria,IMGASJ0750
Elongate Mud Meadows Pyrg,Pyrgulopsis notidicola,IMGASJ0D90
Sub-globose Steptoe Ranch Pyrg,Pyrgulopsis orbiculata,IMGASJ0C90
Owens Valley Springsnail,Pyrgulopsis owensensis,IMGASJ0280
a springsnail,Pyrgulopsis owyheensis,IMGASJ0G80
Big Warm Spring Pyrg,Pyrgulopsis papillata,IMGASJ0C20
Pecos Springsnail,Pyrgulopsis pecosensis,IMGASJ0530
Antelope Valley Pyrg,Pyrgulopsis pellita,IMGASJ0E70
Fish Slough Springsnail,Pyrgulopsis perturbata,IMGASJ0290
Ovate Cain Spring Pyrg,Pyrgulopsis pictilis,IMGASJ0E40
Median-gland Springsnail,Pyrgulopsis pisteri,IMGASJ0120
Flat-topped Steptoe Pyrg,Pyrgulopsis planulata,IMGASJ0C70
Black Canyon Pyrg,Pyrgulopsis plicata,IMGASJ0710
Sucker Springs Pyrg,Pyrgulopsis rupinicola,IMGASJ0960
White River Valley Pyrg,Pyrgulopsis sathos,IMGASJ0B20
Sub-globose Snake Pyrg,Pyrgulopsis saxatilis,IMGASJ0690
Northern Steptoe Pyrg,Pyrgulopsis serrata,IMGASJ0D20
Fossil Springsnail,Pyrgulopsis simplex,IMGASJ0210
Brown Springsnail,Pyrgulopsis sola,IMGASJ0220
Sterile Basin Pyrg,Pyrgulopsis sterilis,IMGASJ0B80
Lake Valley Pyrg,Pyrgulopsis sublata,IMGASJ0C00
Southern Steptoe Pyrg,Pyrgulopsis sulcata,IMGASJ0C80
San Luis Obispo Pyrg,Pyrgulopsis taylori,IMGASJ0A50
Phantom Cave Snail,Pyrgulopsis texana,IMGASG2010
New Mexico Hot Springsnail,Pyrgulopsis thermalis,IMGASJ0480
Black River Springsnail,Pyrgulopsis trivialis,IMGASJ0560
Southern Soldier Meadow Pyrg,Pyrgulopsis umbilicata,IMGASJ0D80
Varner's Pyrg,Pyrgulopsis varneri,IMGASJ0370
Clear Lake Pyrg,Pyrgulopsis ventricosa,IMGASJ0F40
Duckwater Warm Springs Pyrg,Pyrgulopsis villacampae,IMGASJ0C50
Vineyards Pyrg,Pyrgulopsis vinyardi,IMGASJ0E00
Domed Ancylid,Rhodacmea elatior,IMGASN6010
Wicker Ancylid,Rhodacmea filosa,IMGASN6020
Reverse Pebblesnail,Somatogyrus alcoviensis,IMGASJ2010
Golden Pebblesnail,Somatogyrus aureus,IMGASJ2030
Sparrow Pebblesnail,Somatogyrus parvulus,IMGASJ2200
Elk Pebblesnail,Somatogyrus rosewateri,IMGASJ2370
Rolling Pebblesnail,Somatogyrus strengi,IMGASJ2280
Opaque Pebblesnail,Somatogyrus tennesseensis,IMGASJ2310
a freshwater snail,Somatogyrus trothis,IMGASJ2320
Deepwater Pondsnail,Stagnicola contracta,IMGASL5060
Flathead Pondsnail,Stagnicola elrodi,IMGASL5080
Longmouth Pondsnail,Stagnicola elrodiana,IMGASL5090
Striate Pondsnail,Stagnicola gabbi,IMGASL5120
Shortspire Pondsnail,Stagnicola idahoensis,IMGASL5140
Sculpin Snail,Stiobia nana,IMGASJ5010
Barton Cavesnail,Stygopyrgus bartonensis,IMGAS2A010
a freshwater snail,Taylorconcha insperata,IMGASX1010
Bliss Rapids Snail,Taylorconcha serpenticola,IMGASX1020
Striated Hydrobe,Texapyrgus longleyi,IMGASJ6020
Sportinggoods Tryonia,Tryonia angulata,IMGASJ7070
Brune Spring Snail,Tryonia brunei,IMGASJ7120
Phantom Tryonia,Tryonia cheatumi,IMGASJ7010
Gonzales Springsnail,Tryonia circumstriata,IMGASJ7110
Devil Tryonia,Tryonia diaboli,IMGASJ7030
Point of Rocks Tryonia,Tryonia elata,IMGASJ7060
Minute Tryonia,Tryonia ericae,IMGASJ7080
Gilae Tryonia,Tryonia gilae,IMGASJ7160
Grapevine Springs Elongate Tryonia,Tryonia margae,IMGASJ7170
Metcalf's Tryonia,Tryonia metcalfi,IMGASJ7280
Monitor Tryonia,Tryonia monitorae,IMGASJ7230
Carolinae Tryonia,Tryonia oasiensis,IMGASJ7270
Quitobaquito Tryonia,Tryonia quitobaquitae,IMGASJ7130
Grapevine Springs Squat Tryonia,Tryonia rowlandsi,IMGASJ7180
Cottonball Marsh Tryonia,Tryonia salina,IMGASJ7190
Ramshorn Valvata,Valvata mergella,IMGASE5040
Nerite Ramshorn,Vorticifex neritoides,IMGASN2030
"Oahu Treesnail, Pupu Kuahiwi",Achatinella bulimoides,IMGASN7050
"Oahu Treesnail, Pupu Kuahiwi",Achatinella byronii,IMGASN7060
"Oahu Treesnail, Pupu Kuahiwi",Achatinella concavospira,IMGASN7100
Oahu Treesnail,Achatinella curta,IMGASN7110
Oahu Treesnail,Achatinella decipiens,IMGASN7120
a terrestrial snail,Achatinella faba,IMGASN7430
Oahu Treesnail,Achatinella fulgens,IMGASN7160
"Oahu Treesnail, Pupu Kuahiwi",Achatinella fuscobasis,IMGASN7170
"Oahu Treesnail, Pupu Kuahiwi",Achatinella lila,IMGASN7220
"Oahu Treesnail, Pupu Kuahiwi",Achatinella livida,IMGASN7230
"Oahu Treesnail, Pupu Kuahiwi",Achatinella mustelina,IMGASN7250
Oahu Treesnail,Achatinella pulcherrima,IMGASN7280
Oahu Treesnail,Achatinella sowerbyana,IMGASN7310
Selway Forestsnail,Allogona lombardii,IMGAS91010
an amastrid land snail,Amastra cylindrica,IMGASN9040
an amastrid land snail,Amastra micans,IMGASN9080
an amastrid land snail,Amastra rubens,IMGASN9120
an amastrid land snail,Amastra spirizona,IMGASN9130
Tight Coin,Ammonitella yatesii,IMGASB0010
American Keeledslug,Anadenulus cockerelli,IMGAS55010
Hooded Lancetooth,Ancotrema voyanum,IMGAS36130
Dusky Lancetooth,Ancotrema zopherum,IMGAS36160
Rustic Tigersnail,Anguispira knoxensis,IMGAS53060
Nimapuna Tigersnail,Anguispira nimapuna,IMGAS53050
Painted Tigersnail,Anguispira picta,IMGAS53080
Greenbrier Tigersnail,Anguispira stihleri,IMGAS53140
Amastrid Land Snail,Armsia petasus,IMGASP0010
Animas Peak Woodlandsnail,Ashmunella animasensis,IMGAS92030
Jemez Woodlandsnail,Ashmunella ashmuni,IMGAS92040
Goat Cave Woodlandsnail,Ashmunella bequaerti,IMGAS92060
Silver Creek Woodlandsnail,Ashmunella binneyi,IMGAS92070
Guadelupe Woodlandsnail,Ashmunella carlsbadensis,IMGAS92080
Cave Creek Woodlandsnail,Ashmunella chiricahuana,IMGAS92090
Whitewater Creek Woodlandsnail,Ashmunella danielsi,IMGAS92110
Mckittrick Woodlandsnail,Ashmunella edithae,IMGAS92390
Barfoot Woodlandsnail,Ashmunella esuritor,IMGAS92120
Reed's Mountain Woodlandsnail,Ashmunella ferrissi,IMGAS92130
Goat Mountain Woodlandsnail,Ashmunella harrisi,IMGAS92140
Hacheta Grande Woodlandsnail,Ashmunella hebardi,IMGAS92150
San Andreas Woodlandsnail,Ashmunella kochii,IMGAS92160
Horseshoe Canyon Woodlandsnail,Ashmunella lenticula,IMGAS92380
Whitetail Woodlandsnail,Ashmunella lepiderma,IMGAS92170
Huachuca Woodlandsnail,Ashmunella levettei,IMGAS92180
Cook's Peak Woodlandsnail,Ashmunella macromphala,IMGAS92190
Big Hatchet Woodlandsnail,Ashmunella mearnsii,IMGAS92200
Mogollon Woodlandsnail,Ashmunella mogollonensis,IMGAS92220
Sawtooth Mountain Woodlandsnail,Ashmunella mudgei,IMGAS92230
Blue Mountain Woodlandsnail,Ashmunella pilsbryana,IMGAS92260
Capitan Woodlandsnail,Ashmunella pseudodonta,IMGAS92280
Mount Riley Woodlandsnail,Ashmunella rileyensis,IMGAS92300
Salinas Peak Woodlandsnail,Ashmunella salinasensis,IMGAS92310
Maple Canyon Woodlandsnail,Ashmunella todseni,IMGAS92350
Florida Mountain Woodlandsnail,Ashmunella walkeri,IMGAS92370
an achatinellid land snail,Auriculella ambusta,IMGASN8010
an achatinellid land snail,Auriculella castanea,IMGASN8080
an achatinellid land snail,Auriculella crassula,IMGASN8100
an achatinellid land snail,Auriculella malleata,IMGASN8020
an achatinellid land snail,Auriculella perpusilla,IMGASN8200
an achatinellid land snail,Auriculella pulchra,IMGASN8230
an achatinellid land snail,Auriculella tenella,IMGASN8030
Santa Barbara Shelledslug,Binneya notabilis,IMGAS58020
Pitted Birddrop,Bothriopupa variolosa,IMGAS12010
Panamint Desertsnail,Cahuillus greggi,IMGASB9030
Tree Thorn,Carychium arboreum,IMGAS07110
Riblet Ambersnail,Catinella gabbi,IMGAS68070
Weedpatch Ambersnail,Catinella pugilator,IMGAS66050
an ambersnail,Catinella texana,IMGAS66210
Waccamaw Ambersnail,Catinella waccamawensis,IMGAS66020
Gray Cerion,Cerion incanum,IMGAS25010
Whitewater Desertsnail,Chamaearionta aquaealbae,IMGASB9010
Truncate Urocoptid,Cochlodinella poeyana,IMGAS38010
Bishop Cap Tubesnail,Coelostemma pyrgonasta,IMGAS39150
Mission Creek Oregonian,Cryptomastix magnidentata,IMGAS93040
Horseshoe Liptooth,Daedalochila hippocrepis,IMGAS96220
a liptooth,Daedalochila scintilla,IMGAS95450
Marsh Slug,Deroceras heterura,IMGAS87030
Lake Disc,Discus brunsoni,IMGAS54130
Channelled Disc,Discus clappi,IMGAS54040
Pleistocene Disc,Discus macclintocki,IMGAS54060
Marbled Disc,Discus marmorensis,IMGAS54070
File Disc,Discus selenitoides,IMGAS54110
Chuckwalla Spring Desertsnail,Eremarionta brunnea,IMGASB9020
White Desertsnail,Eremarionta immaculata,IMGASB9040
Thousand Palms Desertsnail,Eremarionta millepalmarum,IMGASB9060
Orocopia Desertsnail,Eremarionta orocopia,IMGASB9090
Glossy Wolfsnail,Euglandina texasiana,IMGAS31030
Ocoee Covert,Fumonelix archeri,IMGAS95040
Rock-loving Convert,Fumonelix cherohalaensis,IMGAS95520
Big-tooth Covert,Fumonelix jonesiana,IMGAS95170
Engraved Covert,Fumonelix orestes,IMGAS95240
Roan Mountain Covert,Fumonelix roanensis,IMGAS95530
Sonoran Snaggletooth Snail,Gastrocopta prototypus,IMGAS15140
Ruidoso Snaggletooth,Gastrocopta ruidosensis,IMGAS15220
Stone Glyph,Glyphyalinia latebricola,IMGAS73080
Blue-gray Glyph,Glyphyalinia ocoae,IMGAS73110
Blind Glyph,Glyphyalinia pecki,IMGAS73120
Achatinellid Land Snail,Gulickia alexandri,IMGASR8010
Alameda Lancetooth,Haplotrema alameda,IMGAS36010
Slotted Lancetooth,Haplotrema caelatum,IMGAS36020
Catalina Lancetooth,Haplotrema catalinense,IMGAS36030
Costate Lancetooth,Haplotrema costatum,IMGAS36050
Ribbed Lancetooth,Haplotrema duranti,IMGAS36060
Glassy Lancetooth,Haplotrema keepi,IMGAS36070
California Lancetooth,Haplotrema minimum,IMGAS36090
Mokelumne Lancetooth,Haplotrema mokelumnense,IMGAS36170
Striate Lancetooth,Haplotrema transfuga,IMGAS36110
Spiral Coil,Helicodiscus bonamicus,IMGAS50020
Shaggy Coil,Helicodiscus diadema,IMGAS50030
Toothy Coil,Helicodiscus hexodon,IMGAS50080
Rubble Coil,Helicodiscus lirellus,IMGAS50100
Wax Coil,Helicodiscus nummus,IMGAS50130
Punctate Coil,Helicodiscus punctatellus,IMGAS50150
Corncob Snail,Helicodiscus saludensis,IMGAS50170
Greenbrier Coil,Helicodiscus villosus,IMGAS50230
Badger Shoulderband,Helminthoglypta avus,IMGASC2690
San Miguel Shoulderband,Helminthoglypta ayresiana,IMGASC2040
Tehachapi Shoulderband,Helminthoglypta berryi,IMGASC2060
Point Pinos Shoulderband,Helminthoglypta californiensis,IMGASC2070
Morris Canyon Shoulderband,Helminthoglypta caruthersi,IMGASC2100
Mesa Shoulderband,Helminthoglypta coelata,IMGASC2530
Whitefir Shoulderband,Helminthoglypta concolor,IMGASC2540
Contra Costa Shoulderband,Helminthoglypta contracostae,IMGASC2110
Sidewinder Shoulderband,Helminthoglypta crotalina,IMGASC2120
Greenhorn Shoulderband,Helminthoglypta euomphalodes,IMGASC2190
Deluz Shoulderband,Helminthoglypta fairbanksi,IMGASC2700
Kings Shoulderband,Helminthoglypta ferrissi,IMGASC2220
Surf Shoulderband,Helminthoglypta fieldi,IMGASC2230
Panamint Shoulderband,Helminthoglypta fisheri,IMGASC2240
Soledad Shoulderband,Helminthoglypta fontiphila,IMGASC2250
Granite Shoulderband,Helminthoglypta graniticola,IMGASC2260
Mohave Shoulderband,Helminthoglypta greggi,IMGASC2270
Sunday Shoulderband,Helminthoglypta inglesi,IMGASC2290
Yucca Shoulderband,Helminthoglypta isabella,IMGASC2300
Sweetwater Shoulderband,Helminthoglypta jaegeri,IMGASC2310
Cottonwood Shoulderband,Helminthoglypta liodoma,IMGASC2320
Mimic Shoulderband,Helminthoglypta micrometalleoides,IMGASC2330
Peak Shoulderband,Helminthoglypta milleri,IMGASC2560
Victorville Shoulderband,Helminthoglypta mohaveana,IMGASC2340
Montezuma Shoulderband,Helminthoglypta montezuma,IMGASC2570
Bigtree Shoulderband,Helminthoglypta napaea,IMGASC2350
Breckenridge Shoulderband,Helminthoglypta orina,IMGASC2380
Transverse Range Shoulderband,Helminthoglypta petricola,IMGASC2370
Zaca Shoulderband,Helminthoglypta phlyctaena,IMGASC2580
Saddle Shoulderband,Helminthoglypta piutensis,IMGASC2590
Yosemite Shoulderband,Helminthoglypta proles,IMGASC2390
Lowe Canyon Shoulderband,Helminthoglypta reediana,IMGASC2400
Limu Shoulderband,Helminthoglypta sanctaecrucis,IMGASC2610
Coalinga Shoulderband,Helminthoglypta similans,IMGASC2410
Sonoma Shoulderband,Helminthoglypta sonoma,IMGASC2430
Erskine Creek Shoulderband,Helminthoglypta stageri,IMGASC2440
Point Reyes Shoulderband,Helminthoglypta stiversiana,IMGASC2450
Westfork Shoulderband,Helminthoglypta taylori,IMGASC2640
Tejon Shoulderband,Helminthoglypta tejonis,IMGASC2620
Anza Shoulderband,Helminthoglypta thermimontis,IMGASC2460
Trask Shoulderband,Helminthoglypta traskii,IMGASC2470
Tulare Shoulderband,Helminthoglypta tularensis,IMGASC2490
Grapevine Shoulderband,Helminthoglypta uvasana,IMGASC2650
Vasquez Shoulderband,Helminthoglypta vasquezi,IMGASC2660
a shoulderband snail,Helminthoglypta venturensis,IMGASC2670
Morro Shoulderband,Helminthoglypta walkeriana,IMGASC2510
Matilija Shoulderband,Helminthoglypta willetti,IMGASC2680
Keeled Jumping-slug,Hemphillia burringtoni,IMGAS59010
Soledad Desertsnail,Herpeteros angelus,IMGASD0010
Sisters Hesperian,Hochbergellus hirsutus,IMGAS95410
Animas Mountains Tubeshell,Holospira animasensis,IMGAS39210
Cockerell Holospira,Holospira cockerelli,IMGAS39040
Hamilton Holospira,Holospira hamiltoni,IMGAS40020
Widemouth Holospira,Holospira mesolia,IMGAS40030
Metcalf Holospira,Holospira metcalfi,IMGAS37010
a terrestrial snail,Holospira millestriata,IMGAS39200
Mountain Holospira,Holospira oritis,IMGAS39090
Robust Holospira,Holospira pasonis,IMGAS40040
Pinecone Holospira,Holospira pityis,IMGAS39100
Rio Grand Holospira,Holospira riograndensis,IMGAS40050
Silver Creek Holospira,Holospira sherbrookei,IMGAS39190
Teasing Holospira,Holospira tantalus,IMGAS39120
Whetstone Holospira,Holospira whetstonensis,IMGAS39130
Bartsch Holospira,Holospira yucatanensis,IMGAS39140
Agave Threeband,Humboldtiana agavophila,IMGASC4010
Chisos Threeband,Humboldtiana chisosensis,IMGASC4030
Boulder Slide Threeband,Humboldtiana edithae,IMGASC4040
Capote Threeband,Humboldtiana fullingtoni,IMGASC4060
Magazine Mountain Shagreen,Inflectarius magazinensis,IMGAS95210
Fuzzy Covert,Inflectarius verus,IMGAS95420
an amastrid land snail,Laminella sanguinea,IMGASP2010
an amastrid land snail (Hawaii),Leptachatina lepida,IMGASP3090
a terrestrial snail,Lyropupa anceyana,IMGAS15270
a terrestrial snail,Lyropupa clathratula,IMGAS15290
a terrestrial snail,Lyropupa hawaiiensis,IMGAS15330
a terrestrial snail,Lyropupa lyrata,IMGAS15340
a terrestrial snail,Lyropupa microthauma,IMGAS15360
a terrestrial snail,Lyropupa mirabilis,IMGAS15370
a terrestrial snail,Lyropupa prisca,IMGAS15410
a terrestrial snail,Lyropupa rhabdota,IMGAS15420
a terrestrial snail,Lyropupa scabra,IMGAS15430
a terrestrial snail,Lyropupa spaldingi,IMGAS15440
a terrestrial snail,Lyropupa sparna,IMGAS15450
a terrestrial snail,Lyropupa striatula,IMGAS15460
a terrestrial snail,Lyropupa thaanumi,IMGAS15470
a terrestrial snail,Lyropupa truncata,IMGAS15490
Natural Bridge Megomphix,Megomphix californicus,IMGASB2010
Umatilla Megomphix,Megomphix lutarius,IMGASB2030
Dandy Globelet Snail,Mesodon trossulus,IMGAS95400
Glossy Button,Mesomphix luisant,IMGAS75170
Fragile Button,Mesomphix perfragilis,IMGAS75160
Avalon Islandsnail,Micrarionta beatula,IMGASC5060
Santa Barbara Islandsnail,Micrarionta facta,IMGASC5010
San Nicolas Islandsnail,Micrarionta feralis,IMGASC5020
San Clemente Islandsnail,Micrarionta gabbi,IMGASC5030
Pricklypear Islandsnail,Micrarionta opuntia,IMGASC5040
Santa Catalina Islandsnail,Micrarionta rufocincta,IMGASC5050
El Paso Shoulderband,Mohavelix micrometalleus,IMGASC6010
Downy Sideband,Monadenia callipeplus,IMGASC7110
Crested Sideband,Monadenia cristulata,IMGASC7120
Marble Sideband,Monadenia marmarotis,IMGASC7060
Scott Sideband,Monadenia scottiana,IMGASC7160
Shasta Sideband,Monadenia troglodytes,IMGASC7090
Tuolumne Sideband,Monadenia tuolumneana,IMGASC7100
Indian Yosemite Snail,Monadenia yosemitensis,IMGASZ3010
Roosevelt Talussnail,Myotophallus rooseveltianus,IMGASC9510
Santa Rita Rabdotus,Naesiotus christenseni,IMGASZ4010
Tulsa Whitelip,Neohelix lioderma,IMGASA1210
Live Oak Glass,Nesovitrea suzannae,IMGAS76040
Newcomb's Tree Snail,Newcombia cumingi,IMGASS4040
Chittenango Ambersnail,Novisuccinea chittenangoensis,IMGAS68230
Southern Tightcoil,Ogaridiscus subrupicola,IMGAS80130
Bitterroot Mountainsnail,Oreohelix amariradix,IMGASB5020
Ancha Mountainsnail,Oreohelix anchana,IMGASB5030
Bearded Mountainsnail,Oreohelix barbata,IMGASB5040
Clark Mountainsnail,Oreohelix californica,IMGASB5050
Keeled Mountainsnail,Oreohelix carinifera,IMGASB5060
Pinos Altos Mountainsnail,Oreohelix confragosa,IMGASB5080
Eureka Mountainsnail,Oreohelix eurekensis,IMGASB5100
Pinaleno Mountainsnail,Oreohelix grahamensis,IMGASB5120
Seven Devils Mountainsnail,Oreohelix hammeri,IMGASB5630
Spring Mountainsnail,Oreohelix handi,IMGASB5130
Pallid Mountainsnail,Oreohelix hendersoni,IMGASB5160
Diablo Mountainsnail,Oreohelix houghi,IMGASB5170
Mill Creek Mountainsnail,Oreohelix howardi,IMGASB5180
Costate Mountainsnail,Oreohelix idahoensis,IMGASB5190
Deep Slide Mountainsnail,Oreohelix intersum,IMGASB5200
Kyle Canyon Mountainsnail,Oreohelix jaegeri,IMGASB5210
Boulder Pile Mountainsnail,Oreohelix jugalis,IMGASB5220
San Agustin Mountainsnail,Oreohelix litoralis,IMGASB5240
Magdalena Mountainsnail,Oreohelix magdalenae,IMGASB5250
Schell Creek Mountainsnail,Oreohelix nevadensis,IMGASB5270
Brian Head Mountainsnail,Oreohelix parawanensis,IMGASB5540
Mineral Creek Mountainsnail,Oreohelix pilsbryi,IMGASB5290
Cypress Hills Mountainsnail,Oreohelix stantoni,IMGASB5410
Morgan Creek Mountainsnail,Oreohelix swopei,IMGASB5340
Lava Rock Mountainsnail,Oreohelix waltoni,IMGASB5380
Kanab Ambersnail,Oxyloma kanabense,IMGASZ2010
Ouachita Mantleslug,Pallifera tournescalis,IMGAS63120
Goddess Supercoil,Paravitrea alethia,IMGAS78010
Tight Supercoil,Paravitrea amicalola,IMGAS78020
Club Supercoil,Paravitrea bellona,IMGAS78050
Gray Supercoil,Paravitrea bidens,IMGAS78060
Pearl Supercoil,Paravitrea calcicola,IMGAS78080
Sidelong Supercoil,Paravitrea ceres,IMGAS78100
Comb Supercoil,Paravitrea dentilla,IMGAS78130
Hunted Supercoil,Paravitrea diana,IMGAS78140
Spirit Supercoil,Paravitrea hera,IMGAS78160
Ramp Cove Supercoil,Paravitrea lacteodens,IMGAS78400
Funnel Supercoil,Paravitrea mira,IMGAS78200
Brown Supercoil,Paravitrea septadens,IMGAS78260
Sand Mountain Supercoil,Paravitrea smithi,IMGAS78410
Sculpted Supercoil,Paravitrea ternaria,IMGAS78320
Crowned Supercoil,Paravitrea tiara,IMGAS78330
Sharp Supercoil,Paravitrea toma,IMGAS78340
Roan Supercoil,Paravitrea varidens,IMGAS78380
an achatinellid land snail,Partulina crocea,IMGASE3090
an achatinellid land snail,Partulina dolei,IMGASE3100
an achatinellid land snail,Partulina dubia,IMGASE3030
an achatinellid land snail,Partulina dwightii,IMGASE3110
an achatinellid land snail,Partulina fusoidea,IMGASE3130
an achatinellid land snail,Partulina kaaeana,IMGASE3200
an achatinellid land snail,Partulina mighelsiana,IMGASE3250
an achatinellid land snail,Partulina nattii,IMGASE3280
an achatinellid land snail,Partulina perdix,IMGASE3310
an achatinellid land snail,Partulina physa,IMGASE3320
an achatinellid land snail,Partulina porcellana,IMGASE3340
an achatinellid land snail,Partulina proxima,IMGASE3010
an achatinellid land snail,Partulina radiata,IMGASE3350
an achatinellid land snail,Partulina redfieldi,IMGASE3020
Lanai Tree Snail,Partulina semicarinata,IMGASE3370
an achatinellid land snail,Partulina splendida,IMGASE3380
an achatinellid land snail,Partulina tappaniana,IMGASE3400
an achatinellid land snail,Partulina terebra,IMGASE3410
an achatinellid land snail,Partulina tessellata,IMGASE3420
an achatinellid land snail,Partulina ustulata,IMGASE3460
Lanai Tree Snail,Partulina variabilis,IMGASE3470
an achatinellid land snail,Partulina virgulata,IMGASE3480
Calico Rock Oval,Patera clenchi,IMGAS95100
Pedernales Oval,Patera leatherwoodi,IMGAS95200
an achatinellid land snail,Perdicella carinella,IMGASS0010
an achatinellid land snail,Perdicella helena,IMGASS0020
an achatinellid land snail,Perdicella kuhnsi,IMGASS0060
an achatinellid land snail,Perdicella ornata,IMGASS0070
Dusky Mantleslug,Philomycus batchi,IMGAS64070
Grayfoot Mantleslug,Philomycus bisdosus,IMGAS64080
Ornate Bud,Pilsbryna aurea,IMGAS79010
Fragile Glyph,Pilsbryna clingmani,IMGAS73020
Oar Tooth Bud,Pilsbryna nodopalma,IMGAS79040
Four Blade Bud,Pilsbryna quadrilamellata,IMGAS79050
Helicinid Land Snail,Pleuropoma sandwichiensis,IMGASP7010
a flatcoil,Polygyra plana,IMGAS96110
Virginia Coil,Polygyriscus virginianus,IMGAS51010
Toothed Coin,Polygyroidea harfordiana,IMGASB4010
a tightcoil,Pristiloma cavator,IMGAS80160
Waxy Tightcoil,Pristiloma gabrielinum,IMGAS80030
Juniper Tightcoil,Pristiloma juniperum,IMGAS80060
Riparian Tightcoil,Pristiloma nicholsoni,IMGAS80080
Minute Tightcoil,Pristiloma orotis,IMGAS80090
Crowned Tightcoil,Pristiloma pilsbryi,IMGAS80100
Island Tightcoil,Pristiloma shepardae,IMGAS80110
Chisos Foxsnail,Pseudosubulina cheatumi,IMGAS33010
Trinity Spot,Punctum hannai,IMGAS47080
Catalina Mountainsnail,Radiocentrum avalonense,IMGASB6010
Chiricahua Mountainsnail,Radiocentrum chiricahuana,IMGASB6020
Cave Creek Mountainsnail,Radiocentrum clappi,IMGASB6030
Fringed Mountainsnail,Radiocentrum ferrissi,IMGASB6040
Cuyamaca Shoulderband,Rothelix cuyamacensis,IMGASC2150
Palomar Shoulderband,Rothelix lowei,IMGASC5080
Azalea Shoulderband,Rothelix rhodophila,IMGASC5090
Warner Springs Shoulderband,Rothelix warnerfontis,IMGASC5100
Avawatz Desertsnail,Sonorelix avawatzica,IMGASD0020
Resting Spring Desertsnail,Sonorelix baileyi,IMGASD0030
Borrego Desertsnail,Sonorelix borregoensis,IMGASD0040
Mountain Spring Desertsnail,Sonorelix harperi,IMGASD0050
Black Rock Desertsnail,Sonorelix melanopylon,IMGASD0060
Joshua Tree Desertsnail,Sonorelix rixfordi,IMGASD0070
