Common Name,Scientific Name,Element Code,Species Group (Broad),Species Group (Fine),NatureServe Global Rank,NatureServe Rounded Global Rank,U.S. Endangered Species Act Status,COSEWIC Status,SARA Status,Distribution,View on NatureServe Explorer
Bylas Springsnail,Pyrgulopsis arizonae,IMGASJ0770,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: AZ (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.110082/Pyrgulopsis_arizonae
Elongate Cain Spring Pyrg,Pyrgulopsis augustae,IMGASJ0E30,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.113169/Pyrgulopsis_augustae
Pleasant Valley Pyrg,Pyrgulopsis aurata,IMGASJ0D50,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.114903/Pyrgulopsis_aurata
Moapa Pebblesnail,Pyrgulopsis avernalis,IMGASJ0780,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1G2,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.118852/Pyrgulopsis_avernalis
Grand Wash Springsnail,Pyrgulopsis bacchus,IMGASJ0150,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,"United States: AZ (S1), NV (S1)",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.110714/Pyrgulopsis_bacchus
Large Gland Carico Pyrg,Pyrgulopsis basiglans,IMGASJ0E50,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.109779/Pyrgulopsis_basiglans
Bedford Springsnail,Pyrgulopsis bedfordensis,IMGASJ0380,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: MT (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.742064/Pyrgulopsis_bedfordensis
San Bernadino Springsnail,Pyrgulopsis bernardina,IMGASJ0950,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,Threatened,,,United States: AZ (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.106687/Pyrgulopsis_bernardina
Small Gland Carico Pyrg,Pyrgulopsis bifurcata,IMGASJ0E60,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.109867/Pyrgulopsis_bifurcata
Blaine Pyrg,Pyrgulopsis blainica,IMGASJ0350,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: MT (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.821236/Pyrgulopsis_blainica
Flat Pyrg,Pyrgulopsis breviloba,IMGASJ0B30,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.108259/Pyrgulopsis_breviloba
Fly Ranch Pyrg,Pyrgulopsis bruesi,IMGASJ0G70,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.118703/Pyrgulopsis_bruesi
Bruneau Hot Springsnail,Pyrgulopsis bruneauensis,IMGASJ0240,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,Endangered,,,United States: ID (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.107298/Pyrgulopsis_bruneauensis
Cortez Hills Pebblesnail,Pyrgulopsis bryantwalkeri,IMGASJ0800,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.120986/Pyrgulopsis_bryantwalkeri
Carinate Duckwater Pyrg,Pyrgulopsis carinata,IMGASJ0C30,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.109040/Pyrgulopsis_carinata
Moapa Valley Pyrg,Pyrgulopsis carinifera,IMGASJ0970,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.113963/Pyrgulopsis_carinifera
a freshwater snail,Pyrgulopsis castaicensis,IMGASJ0G90,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: CA (SNR),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.838190/Pyrgulopsis_castaicensis
Smooth Glenwood Pyrg,Pyrgulopsis chamberlini,IMGASJ0720,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: UT (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.118926/Pyrgulopsis_chamberlini
Chupadera Springsnail,Pyrgulopsis chupaderae,IMGASJ0520,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,Endangered,,,United States: NM (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.115083/Pyrgulopsis_chupaderae
Ash Valley Pyrg,Pyrgulopsis cinerana,IMGASJ0860,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1G2,G1,,,,United States: CA (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.721230/Pyrgulopsis_cinerana
Blue Point Pyrg,Pyrgulopsis coloradensis,IMGASJ0A90,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.119855/Pyrgulopsis_coloradensis
Kingman Springsnail,Pyrgulopsis conica,IMGASJ0160,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: AZ (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.108699/Pyrgulopsis_conica
Transverse Gland Pyrg,Pyrgulopsis cruciglans,IMGASJ0D30,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.114219/Pyrgulopsis_cruciglans
Crystal Springsnail,Pyrgulopsis crystalis,IMGASJ0080,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.114767/Pyrgulopsis_crystalis
Goddess Pyrg,Pyrgulopsis cybele,IMGASJ0090,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.960981/Pyrgulopsis_cybele
Limpia Creek Springsnail,Pyrgulopsis davisi,IMGASJ0540,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: TX (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.121167/Pyrgulopsis_davisi
Spring Mountains Pyrg,Pyrgulopsis deaconi,IMGASJ0A70,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.118937/Pyrgulopsis_deaconi
Diablo Range Pyrg,Pyrgulopsis diablensis,IMGASJ0980,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: CA (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.117540/Pyrgulopsis_diablensis
Dixie Valley Pyrg,Pyrgulopsis dixensis,IMGASJ0D40,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.117791/Pyrgulopsis_dixensis
Ash Meadows Pebblesnail,Pyrgulopsis erythropoma,IMGASJ0410,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.109619/Pyrgulopsis_erythropoma
Fairbanks Springsnail,Pyrgulopsis fairbanksensis,IMGASJ0070,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.120412/Pyrgulopsis_fairbanksensis
Likely Pyrg,Pyrgulopsis falciglans,IMGASJ0870,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: CA (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.721227/Pyrgulopsis_falciglans
Corn Creek Pyrg,Pyrgulopsis fausta,IMGASJ0A60,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.112685/Pyrgulopsis_fausta
Owyhee Hot Springsnail,Pyrgulopsis fresti,IMGASJ0620,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: OR (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.114253/Pyrgulopsis_fresti
Otter Creek Pyrg,Pyrgulopsis fusca,IMGASJ0760,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: UT (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.108287/Pyrgulopsis_fusca
Southern Sierra Nevada Springsnail,Pyrgulopsis giuliani,IMGASJ0300,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1G2,G1,,,,United States: CA (SNR),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.110863/Pyrgulopsis_giuliani
Verde Rim Springsnail,Pyrgulopsis glandulosa,IMGASJ0180,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: AZ (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.118711/Pyrgulopsis_glandulosa
Emigrant Pyrg,Pyrgulopsis gracilis,IMGASJ0B50,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.118115/Pyrgulopsis_gracilis
Kern River Pyrg,Pyrgulopsis greggi,IMGASJ0A10,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: CA (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.115519/Pyrgulopsis_greggi
Hamlin Valley Pyrg,Pyrgulopsis hamlinensis,IMGASJ0700,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,"United States: NV (S1), UT (S1)",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.107281/Pyrgulopsis_hamlinensis
Upper Thousand Spring Pyrg,Pyrgulopsis hovinghi,IMGASJ0F00,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.121326/Pyrgulopsis_hovinghi
Hubbs Pyrg,Pyrgulopsis hubbsi,IMGASJ0B10,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.107663/Pyrgulopsis_hubbsi
Humboldt Pyrg,Pyrgulopsis humboldtensis,IMGASJ0E90,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.121325/Pyrgulopsis_humboldtensis
Carolina Springs Pyrg,Pyrgulopsis ignota,IMGASJ0H20,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: TX (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.865305/Pyrgulopsis_ignota
Kings River Pyrg,Pyrgulopsis imperialis,IMGASJ0E10,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.117353/Pyrgulopsis_imperialis
Carinate Glenwood Pyrg,Pyrgulopsis inopinata,IMGASJ0730,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: UT (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.119342/Pyrgulopsis_inopinata
Crooked Creek Springsnail,Pyrgulopsis intermedia,IMGASJ0650,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1G2,G1,,,,United States: OR (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.115699/Pyrgulopsis_intermedia
Elongate-gland Springsnail,Pyrgulopsis isolata,IMGASJ0060,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.115612/Pyrgulopsis_isolata
Landyes Pyrg,Pyrgulopsis landyei,IMGASJ0D10,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.107612/Pyrgulopsis_landyei
Willow Creek Pyrg,Pyrgulopsis lasseni,IMGASJ0490,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1G2,G1,,,,United States: CA (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.721233/Pyrgulopsis_lasseni
Butterfield Pyrg,Pyrgulopsis lata,IMGASJ0B40,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.118562/Pyrgulopsis_lata
Crittenen Pyrg,Pyrgulopsis lentiglans,IMGASJ0F20,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.111828/Pyrgulopsis_lentiglans
Elko Pyrg,Pyrgulopsis leporina,IMGASJ0E80,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.119285/Pyrgulopsis_leporina
Squat Mud Meadows Pyrg,Pyrgulopsis limaria,IMGASJ0F30,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.111491/Pyrgulopsis_limaria
Lockes Pyrg,Pyrgulopsis lockensis,IMGASJ0C10,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.118393/Pyrgulopsis_lockensis
Long Valley Pyrg,Pyrgulopsis longae,IMGASJ0A30,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: CA (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.109403/Pyrgulopsis_longae
Salton Sea Springsnail,Pyrgulopsis longinqua,IMGASJ0A40,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: CA (SNR),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.797790/Pyrgulopsis_longinqua
Pahranagat Pebblesnail,Pyrgulopsis merriami,IMGASJ0790,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.120987/Pyrgulopsis_merriami
Naegele Springsnail,Pyrgulopsis metcalfi,IMGASJ0550,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,"United States: NM (SX), TX (S1)",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.111376/Pyrgulopsis_metcalfi
Oasis Valley Springsnail,Pyrgulopsis micrococcus,IMGASJ0H70,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.982241/Pyrgulopsis_micrococcus
Northern Soldier Meadow Pyrg,Pyrgulopsis militaris,IMGASJ0D70,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.106606/Pyrgulopsis_militaris
Twentyone Mile Pyrg,Pyrgulopsis millenaria,IMGASJ0F10,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.113876/Pyrgulopsis_millenaria
a freshwater snail,Pyrgulopsis milleri,IMGASJ0H10,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: CA (SNR),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.838193/Pyrgulopsis_milleri
Camp Valley Pyrg,Pyrgulopsis montana,IMGASJ0B00,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.119856/Pyrgulopsis_montana
Montezuma Well Springsnail,Pyrgulopsis montezumensis,IMGASJ0190,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: AZ (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.115929/Pyrgulopsis_montezumensis
Page Springsnail,Pyrgulopsis morrisoni,IMGASJ0200,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1G2,G1,,,,United States: AZ (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.115928/Pyrgulopsis_morrisoni
Distal-gland Springsnail,Pyrgulopsis nanus,IMGASJ0130,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.116510/Pyrgulopsis_nanus
Socorro Springsnail,Pyrgulopsis neomexicana,IMGASJ0470,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,Endangered,,,United States: NM (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.119723/Pyrgulopsis_neomexicana
Neritiform Steptoe Ranch Pyrg,Pyrgulopsis neritella,IMGASJ0D00,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.119466/Pyrgulopsis_neritella
Ninemile Pyrg,Pyrgulopsis nonaria,IMGASJ0750,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: UT (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.106936/Pyrgulopsis_nonaria
Elongate Mud Meadows Pyrg,Pyrgulopsis notidicola,IMGASJ0D90,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.109727/Pyrgulopsis_notidicola
Sub-globose Steptoe Ranch Pyrg,Pyrgulopsis orbiculata,IMGASJ0C90,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.119465/Pyrgulopsis_orbiculata
Owens Valley Springsnail,Pyrgulopsis owensensis,IMGASJ0280,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1G2,G1,,,,United States: CA (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.112314/Pyrgulopsis_owensensis
a springsnail,Pyrgulopsis owyheensis,IMGASJ0G80,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1G2,G1,,,,United States: OR (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.821679/Pyrgulopsis_owyheensis
Big Warm Spring Pyrg,Pyrgulopsis papillata,IMGASJ0C20,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.117671/Pyrgulopsis_papillata
Pecos Springsnail,Pyrgulopsis pecosensis,IMGASJ0530,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NM (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.114271/Pyrgulopsis_pecosensis
Antelope Valley Pyrg,Pyrgulopsis pellita,IMGASJ0E70,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.117304/Pyrgulopsis_pellita
Fish Slough Springsnail,Pyrgulopsis perturbata,IMGASJ0290,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: CA (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.110868/Pyrgulopsis_perturbata
Ovate Cain Spring Pyrg,Pyrgulopsis pictilis,IMGASJ0E40,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.110890/Pyrgulopsis_pictilis
Median-gland Springsnail,Pyrgulopsis pisteri,IMGASJ0120,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.115051/Pyrgulopsis_pisteri
Flat-topped Steptoe Pyrg,Pyrgulopsis planulata,IMGASJ0C70,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.116379/Pyrgulopsis_planulata
Black Canyon Pyrg,Pyrgulopsis plicata,IMGASJ0710,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: UT (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.114621/Pyrgulopsis_plicata
Sucker Springs Pyrg,Pyrgulopsis rupinicola,IMGASJ0960,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: CA (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.721223/Pyrgulopsis_rupinicola
White River Valley Pyrg,Pyrgulopsis sathos,IMGASJ0B20,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.107430/Pyrgulopsis_sathos
Sub-globose Snake Pyrg,Pyrgulopsis saxatilis,IMGASJ0690,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: UT (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.107280/Pyrgulopsis_saxatilis
Northern Steptoe Pyrg,Pyrgulopsis serrata,IMGASJ0D20,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.107133/Pyrgulopsis_serrata
Fossil Springsnail,Pyrgulopsis simplex,IMGASJ0210,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: AZ (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.120260/Pyrgulopsis_simplex
Brown Springsnail,Pyrgulopsis sola,IMGASJ0220,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: AZ (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.110638/Pyrgulopsis_sola
Sterile Basin Pyrg,Pyrgulopsis sterilis,IMGASJ0B80,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.112189/Pyrgulopsis_sterilis
Lake Valley Pyrg,Pyrgulopsis sublata,IMGASJ0C00,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.107801/Pyrgulopsis_sublata
Southern Steptoe Pyrg,Pyrgulopsis sulcata,IMGASJ0C80,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.117005/Pyrgulopsis_sulcata
San Luis Obispo Pyrg,Pyrgulopsis taylori,IMGASJ0A50,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,,,,United States: CA (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.107916/Pyrgulopsis_taylori
Phantom Cave Snail,Pyrgulopsis texana,IMGASG2010,"Mussels, Snails, & Other Molluscs",Freshwater Snails,G1,G1,Endangered,,,United States: TX (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.107256/Pyrgulopsis_texana
